opportunity_id,account_id,originating_lead_id,owner_rep_id,created_at,close_date,stage,amount,is_closed,is_won,is_closed_lost,opportunity_source,lead_source,region,territory_id,segment,industry,sales_cycle_days,loss_reason_id,loss_reason,loss_reason_category,controllable_loss_flag,days_in_stage,activity_count,days_since_last_activity,next_step_exists,operational_risk_score
OPP_001016,ACC_002247,LEAD_006956,REP_AMER_COMM_07,2024-08-19,,Qualification,23000,0,0,0,converted_mql,Paid Search,AMER,AMER_COMM,Commercial,Telecommunications,,,,,,12,12,11,1,1
OPP_001017,ACC_000540,LEAD_007654,REP_JPKR_03,2025-01-11,2025-02-23,Closed Won,11000,1,1,0,converted_mql,Partner Referral,APJ,JAPAN_KOREA,Commercial,Technology,43,,,,,0,5,5,0,3
OPP_001018,ACC_000575,LEAD_006577,REP_FRBNLX_03,2024-06-14,2024-08-14,Closed Lost,94000,1,0,1,converted_mql,Partner Referral,EMEA,FR_BENELUX,Mid-Market,Public Sector,61,LR_NO_DECISION,No decision,Timing,0,0,6,2,0,3
OPP_001019,ACC_000091,LEAD_007975,REP_AMER_COMM_04,2025-01-24,,Demo,16000,0,0,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Financial Services,,,,,,8,10,0,1,1
OPP_001020,ACC_001620,LEAD_001157,REP_AMER_MM_05,2024-09-13,2024-11-26,Closed Won,126000,1,1,0,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Technology,74,,,,,1,11,2,0,1
OPP_001021,ACC_000619,LEAD_003038,REP_UKI_01,2024-07-15,2024-09-09,Closed Lost,58000,1,0,1,converted_mql,Paid Search,EMEA,UKI,Commercial,Financial Services,56,LR_NO_DECISION,No decision,Timing,0,0,4,3,0,2
OPP_001022,ACC_000738,LEAD_005074,REP_ANZ_02,2024-09-13,,Discovery,56000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Retail,,,,,,16,10,10,1,0
OPP_001023,ACC_001526,LEAD_002696,REP_AMER_MM_05,2025-01-10,2025-02-13,Closed Won,125000,1,1,0,converted_mql,Paid Search,AMER,AMER_MM,Mid-Market,Retail,34,,,,,0,12,0,0,1
OPP_001024,ACC_001689,LEAD_000838,REP_ANZ_02,2025-05-10,,Demo,182000,0,0,0,converted_mql,Demo Request,AMER,ANZ,Mid-Market,Education,,,,,,10,10,5,1,0
OPP_001025,ACC_000395,LEAD_007066,REP_AMER_MM_02,2025-03-24,2025-05-03,Closed Lost,140000,1,0,1,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Logistics,40,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,0,5,1,0,4
OPP_001026,ACC_000369,LEAD_004217,REP_FRBNLX_03,2024-05-02,2024-05-09,Closed Lost,58000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Logistics,7,LR_NO_DECISION,No decision,Timing,0,0,3,1,0,3
OPP_001027,ACC_000791,LEAD_007481,REP_DACH_02,2024-05-15,,Demo,744000,0,0,0,converted_mql,Demo Request,EMEA,DACH,Enterprise,Financial Services,,,,,,14,6,6,1,4
OPP_001028,ACC_000871,LEAD_008161,REP_UKI_02,2025-05-03,,Negotiation,754000,0,0,0,converted_mql,Partner Referral,EMEA,UKI,Enterprise,Manufacturing,,,,,,21,10,1,1,1
OPP_001029,ACC_001499,LEAD_004953,REP_AMER_COMM_02,2024-03-05,2024-03-12,Closed Lost,61000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Technology,7,LR_MISSING_DECISION_MAKER,Missing decision maker,Operational,1,2,9,1,0,5
OPP_001030,ACC_002236,LEAD_002782,REP_AMER_COMM_06,2024-12-01,2024-12-28,Closed Lost,44000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_COMM,Commercial,Technology,27,LR_MISSING_DECISION_MAKER,Missing decision maker,Operational,1,0,7,0,0,4
OPP_001031,ACC_000120,LEAD_007730,REP_UKI_03,2024-12-28,2025-01-29,Closed Lost,27000,1,0,1,converted_mql,Paid Search,EMEA,UKI,Commercial,Technology,32,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,2,6,6,0,2
OPP_001032,ACC_001663,LEAD_005056,REP_AMER_COMM_08,2024-03-10,2024-03-27,Closed Lost,67000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Healthcare,17,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,2,6,2,0,6
OPP_001033,ACC_001811,LEAD_002895,REP_AMER_ENT_01,2024-10-05,,Qualification,673000,0,0,0,converted_mql,Paid Search,AMER,AMER_ENT,Enterprise,Healthcare,,,,,,10,9,0,1,1
OPP_001034,ACC_001832,LEAD_005827,REP_LATAM_03,2024-09-15,2024-11-10,Closed Lost,974000,1,0,1,converted_mql,Paid Search,AMER,LATAM,Enterprise,Public Sector,56,LR_POOR_FIT,Poor fit,Qualification,1,0,15,0,0,3
OPP_001035,ACC_001758,LEAD_007110,REP_INDIA_03,2024-10-07,2024-10-29,Closed Won,52000,1,1,0,converted_mql,Demo Request,APJ,INDIA,Commercial,Manufacturing,22,,,,,2,14,2,0,0
OPP_001036,ACC_000666,LEAD_001832,REP_AMER_COMM_06,2024-06-22,2024-07-10,Closed Lost,32000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Logistics,18,LR_DUPLICATE_BAD_DATA,Duplicate / bad data,Data Quality,1,2,6,3,0,6
OPP_001037,ACC_000476,LEAD_010441,REP_AMER_COMM_02,2025-01-13,2025-03-11,Closed Lost,553000,1,0,1,converted_mql,Demo Request,AMER,AMER_ENT,Enterprise,Logistics,57,LR_TECHNICAL_MISMATCH,Technical requirements mismatch,Product Fit,0,1,15,4,0,2
OPP_001038,ACC_000591,LEAD_000183,REP_DACH_03,2025-03-05,2025-03-12,Closed Won,37000,1,1,0,converted_mql,Partner Referral,EMEA,UKI,Commercial,Manufacturing,7,,,,,2,11,2,0,1
OPP_001039,ACC_000174,LEAD_007121,REP_AMER_MM_02,2024-09-07,2024-11-22,Closed Lost,140000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Financial Services,76,LR_DUPLICATE_BAD_DATA,Duplicate / bad data,Data Quality,1,1,7,6,0,4
OPP_001040,ACC_001545,LEAD_005401,REP_SEA_02,2024-12-05,2025-02-03,Closed Lost,22000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Financial Services,60,LR_TECHNICAL_MISMATCH,Technical requirements mismatch,Product Fit,0,2,9,6,0,3
OPP_001041,ACC_000824,LEAD_001547,REP_AMER_MM_07,2024-04-10,2024-04-29,Closed Lost,103000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_MM,Mid-Market,Healthcare,19,LR_TIMING,Timing,Timing,0,1,11,2,0,1
OPP_001042,ACC_000803,LEAD_000390,REP_AMER_MM_03,2024-08-15,2024-09-15,Closed Lost,33000,1,0,1,converted_mql,Demo Request,APJ,ANZ,Commercial,Logistics,31,LR_POOR_FIT,Poor fit,Qualification,1,1,10,1,0,2
OPP_001043,ACC_001656,LEAD_004500,REP_AMER_COMM_08,2025-02-26,,Demo,56000,0,0,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Healthcare,,,,,,10,12,2,1,2
OPP_001044,ACC_001716,LEAD_007367,REP_FRBNLX_02,2024-06-02,2024-09-02,Closed Lost,779000,1,0,1,converted_mql,Free Trial / Free Sample,EMEA,FR_BENELUX,Enterprise,Public Sector,92,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,0,6,6,0,1
OPP_001045,ACC_002083,LEAD_011119,REP_AMER_COMM_06,2024-11-11,2025-01-10,Closed Lost,33000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Education,60,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,7,6,0,4
OPP_001046,ACC_000627,LEAD_005133,REP_MEA_02,2025-05-31,2025-06-07,Closed Lost,22000,1,0,1,converted_mql,Partner Referral,EMEA,MEA,Commercial,Technology,7,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,1,6,1,0,4
OPP_001047,ACC_001085,LEAD_010672,REP_SEA_02,2024-10-13,2024-10-30,Closed Lost,30000,1,0,1,converted_mql,Partner Referral,AMER,LATAM,Commercial,Financial Services,17,LR_PROCUREMENT_LEGAL_DELAY,Procurement/legal delay,Timing,0,0,13,1,0,2
OPP_001048,ACC_002073,LEAD_005625,REP_AMER_COMM_04,2024-07-30,,Demo,14000,0,0,0,converted_mql,Paid Search,AMER,AMER_COMM,Commercial,Technology,,,,,,11,10,2,1,1
OPP_001049,ACC_000209,LEAD_001799,REP_UKI_03,2024-04-05,2024-07-11,Closed Won,500000,1,1,0,converted_mql,Partner Referral,EMEA,UKI,Enterprise,Manufacturing,97,,,,,1,6,0,0,1
OPP_001050,ACC_001533,LEAD_002397,REP_AMER_MM_02,2024-01-13,,Demo,104000,0,0,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Healthcare,,,,,,6,13,2,1,2
OPP_001051,ACC_000966,LEAD_003435,REP_AMER_COMM_02,2024-07-11,2024-08-21,Closed Lost,31000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Financial Services,41,LR_UNRESPONSIVE,Unresponsive,Operational,1,1,4,5,0,2
OPP_001052,ACC_001323,LEAD_010830,REP_JPKR_03,2024-12-12,2025-01-05,Closed Lost,59000,1,0,1,converted_mql,Demo Request,APJ,JAPAN_KOREA,Commercial,Financial Services,24,LR_TIMING,Timing,Timing,0,1,9,2,0,3
OPP_001053,ACC_000665,LEAD_011401,REP_AMER_COMM_03,2024-06-24,2024-08-13,Closed Lost,44000,1,0,1,converted_mql,Partner Referral,EMEA,UKI,Commercial,Financial Services,50,LR_PROCUREMENT_LEGAL_DELAY,Procurement/legal delay,Timing,0,0,7,5,0,1
OPP_001054,ACC_001283,LEAD_010976,REP_AMER_COMM_07,2024-10-28,,Demo,41000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Healthcare,,,,,,17,9,13,0,2
OPP_001055,ACC_000167,LEAD_002972,REP_DACH_01,2024-03-17,,Demo,853000,0,0,0,converted_mql,Paid Search,EMEA,DACH,Enterprise,Manufacturing,,,,,,22,9,4,1,2
OPP_001056,ACC_000808,LEAD_005733,REP_AMER_COMM_08,2024-07-10,2024-08-12,Closed Lost,59000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Retail,33,LR_POOR_FIT,Poor fit,Qualification,1,2,10,3,0,4
OPP_001057,ACC_000118,LEAD_002528,REP_AMER_COMM_03,2024-02-06,2024-02-21,Closed Lost,66000,1,0,1,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Retail,15,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,6,3,0,5
OPP_001058,ACC_000028,LEAD_009889,REP_ANZ_02,2025-02-14,2025-04-16,Closed Won,124000,1,1,0,converted_mql,Partner Referral,APJ,ANZ,Mid-Market,Energy,61,,,,,1,11,5,0,0
OPP_001059,ACC_000561,LEAD_004795,REP_DACH_01,2024-10-08,,Discovery,64000,0,0,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Telecommunications,,,,,,10,9,1,1,2
OPP_001060,ACC_001463,LEAD_000013,REP_JPKR_01,2024-05-22,,Demo,637000,0,0,0,converted_mql,Partner Referral,APJ,JAPAN_KOREA,Enterprise,Financial Services,,,,,,8,10,5,1,1
OPP_001061,ACC_001048,LEAD_004300,REP_JPKR_01,2024-09-19,2024-09-26,Closed Lost,81000,1,0,1,converted_mql,Free Trial / Free Sample,APJ,JAPAN_KOREA,Commercial,Financial Services,7,LR_MISSING_DECISION_MAKER,Missing decision maker,Operational,1,0,12,0,0,4
OPP_001062,ACC_001555,LEAD_007971,REP_UKI_02,2025-04-16,,Qualification,32000,0,0,0,converted_mql,Free Trial / Free Sample,EMEA,UKI,Commercial,Financial Services,,,,,,9,9,0,0,2
OPP_001063,ACC_002170,LEAD_004453,REP_MEA_01,2024-10-12,2024-11-20,Closed Lost,110000,1,0,1,converted_mql,Partner Referral,EMEA,MEA,Mid-Market,Education,39,LR_TECHNICAL_MISMATCH,Technical requirements mismatch,Product Fit,0,1,8,6,0,1
OPP_001064,ACC_002055,LEAD_002539,REP_JPKR_02,2024-11-25,,Demo,60000,0,0,0,converted_mql,Demo Request,APJ,JAPAN_KOREA,Commercial,Financial Services,,,,,,4,13,9,1,1
OPP_001065,ACC_001802,LEAD_010498,REP_INDIA_02,2024-07-28,,Demo,135000,0,0,0,converted_mql,Demo Request,APJ,INDIA,Mid-Market,Financial Services,,,,,,10,9,10,0,3
OPP_001066,ACC_001939,LEAD_006539,REP_SEU_01,2024-03-16,2024-04-24,Closed Lost,150000,1,0,1,converted_mql,Demo Request,EMEA,SOUTHERN_EUROPE,Mid-Market,Healthcare,39,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,0,5,4,0,5
OPP_001067,ACC_001571,LEAD_010686,REP_AMER_COMM_07,2024-01-09,2024-01-30,Closed Lost,34000,1,0,1,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Healthcare,21,LR_POOR_FIT,Poor fit,Qualification,1,0,6,2,0,3
OPP_001068,ACC_001023,LEAD_000348,REP_AMER_COMM_05,2024-06-12,2024-07-14,Closed Lost,61000,1,0,1,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Healthcare,32,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,2,14,1,0,2
OPP_001069,ACC_001713,LEAD_010039,REP_UKI_02,2024-07-09,2024-08-05,Closed Lost,43000,1,0,1,converted_mql,Demo Request,EMEA,UKI,Commercial,Energy,27,LR_PROCUREMENT_LEGAL_DELAY,Procurement/legal delay,Timing,0,0,9,3,0,2
OPP_001070,ACC_001760,LEAD_003940,REP_AMER_ENT_07,2025-06-13,2025-10-19,Closed Won,334000,1,1,0,converted_mql,Paid Search,AMER,AMER_ENT,Enterprise,Technology,128,,,,,2,5,6,0,0
OPP_001071,ACC_001846,LEAD_001019,REP_INDIA_01,2024-03-08,2024-04-27,Closed Lost,258000,1,0,1,converted_mql,Free Trial / Free Sample,APJ,INDIA,Enterprise,Technology,50,LR_MISSING_DECISION_MAKER,Missing decision maker,Operational,1,0,7,3,0,2
OPP_001072,ACC_001586,LEAD_006751,REP_AMER_ENT_04,2025-02-17,2025-05-10,Closed Lost,484000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_ENT,Enterprise,Retail,82,LR_POOR_FIT,Poor fit,Qualification,1,0,4,3,0,3
OPP_001073,ACC_001641,LEAD_004021,REP_AMER_MM_01,2024-09-02,,Proposal,159000,0,0,0,converted_mql,Free Trial / Free Sample,AMER,AMER_MM,Mid-Market,Manufacturing,,,,,,23,8,2,1,1
OPP_001074,ACC_001280,LEAD_006002,REP_DACH_02,2024-08-16,,Discovery,120000,0,0,0,converted_mql,Paid Search,EMEA,DACH,Mid-Market,Manufacturing,,,,,,9,11,10,1,1
OPP_001075,ACC_000078,LEAD_005744,REP_AMER_MM_08,2024-05-15,2024-06-26,Closed Lost,119000,1,0,1,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Retail,42,LR_UNRESPONSIVE,Unresponsive,Operational,1,1,5,3,0,4
OPP_001076,ACC_000456,LEAD_005538,REP_NORDICS_01,2025-05-09,,Proposal,59000,0,0,0,converted_mql,Partner Referral,EMEA,NORDICS,Commercial,Retail,,,,,,16,9,2,1,1
OPP_001077,ACC_001949,LEAD_006039,REP_NORDICS_01,2024-02-04,,Qualification,16000,0,0,0,converted_mql,Partner Referral,EMEA,NORDICS,Commercial,Financial Services,,,,,,12,13,8,1,1
OPP_001078,ACC_000071,LEAD_010868,REP_AMER_COMM_08,2024-07-03,,Demo,63000,0,0,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Education,,,,,,13,10,8,0,2
OPP_001079,ACC_001667,LEAD_007538,REP_AMER_COMM_06,2024-04-05,2024-04-14,Closed Lost,43000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Financial Services,9,LR_NO_DECISION,No decision,Timing,0,0,8,1,0,1
OPP_001080,ACC_000833,LEAD_009809,REP_AMER_COMM_01,2025-06-15,2025-07-29,Closed Won,47000,1,1,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Technology,44,,,,,0,8,5,0,2
OPP_001081,ACC_001219,LEAD_005812,REP_DACH_01,2024-06-19,,Negotiation,569000,0,0,0,converted_mql,Paid Search,EMEA,DACH,Enterprise,Technology,,,,,,35,13,4,1,2
OPP_001082,ACC_002063,LEAD_006986,REP_ANZ_02,2024-12-22,,Demo,156000,0,0,0,converted_mql,Partner Referral,APJ,ANZ,Mid-Market,Financial Services,,,,,,17,13,7,1,1
OPP_001083,ACC_002115,LEAD_002609,REP_FRBNLX_03,2024-07-07,2024-08-02,Closed Lost,42000,1,0,1,converted_mql,Demo Request,EMEA,FR_BENELUX,Commercial,Logistics,26,LR_UNRESPONSIVE,Unresponsive,Operational,1,0,6,0,0,4
OPP_001084,ACC_002041,LEAD_011013,REP_ANZ_02,2024-02-17,2024-06-03,Closed Won,619000,1,1,0,converted_mql,Demo Request,APJ,ANZ,Enterprise,Manufacturing,107,,,,,1,5,2,0,1
OPP_001085,ACC_000014,LEAD_007439,REP_AMER_COMM_02,2024-05-11,2024-06-10,Closed Lost,17000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_COMM,Commercial,Technology,30,LR_TIMING,Timing,Timing,0,2,7,0,0,1
OPP_001086,ACC_002050,LEAD_011966,REP_AMER_COMM_03,2025-04-09,2025-05-31,Closed Lost,53000,1,0,1,converted_mql,Paid Search,AMER,AMER_COMM,Commercial,Education,52,LR_POOR_FIT,Poor fit,Qualification,1,2,10,3,0,3
OPP_001087,ACC_000562,LEAD_008281,REP_INDIA_01,2025-04-14,,Proposal,849000,0,0,0,converted_mql,Paid Search,APJ,INDIA,Enterprise,Education,,,,,,12,7,4,1,1
OPP_001088,ACC_001908,LEAD_006263,REP_LATAM_02,2025-02-22,,Demo,72000,0,0,0,converted_mql,Paid Search,AMER,LATAM,Commercial,Technology,,,,,,8,9,7,1,1
OPP_001089,ACC_001107,LEAD_007785,REP_AMER_COMM_07,2024-07-03,2024-08-16,Closed Lost,49000,1,0,1,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Financial Services,44,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,0,10,1,0,2
OPP_001090,ACC_001909,LEAD_006196,REP_JPKR_02,2025-03-29,2025-05-04,Closed Lost,102000,1,0,1,converted_mql,Partner Referral,APJ,JAPAN_KOREA,Mid-Market,Technology,36,LR_TECHNICAL_MISMATCH,Technical requirements mismatch,Product Fit,0,1,9,2,0,3
OPP_001091,ACC_001425,LEAD_003112,REP_AMER_COMM_05,2024-11-04,2025-01-18,Closed Lost,104000,1,0,1,converted_mql,Partner Referral,EMEA,FR_BENELUX,Mid-Market,Retail,75,LR_MISSING_DECISION_MAKER,Missing decision maker,Operational,1,0,12,3,0,3
OPP_001092,ACC_000092,LEAD_007150,REP_AMER_ENT_07,2025-07-03,2025-09-06,Closed Won,822000,1,1,0,converted_mql,Paid Search,AMER,AMER_ENT,Enterprise,Financial Services,65,,,,,1,10,3,0,1
OPP_001093,ACC_000391,LEAD_010791,REP_AMER_MM_02,2024-03-19,,Demo,280000,0,0,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Financial Services,,,,,,6,9,4,1,2
OPP_001094,ACC_001191,LEAD_004796,REP_LATAM_03,2025-05-01,2025-05-12,Closed Lost,34000,1,0,1,converted_mql,Partner Referral,AMER,LATAM,Commercial,Healthcare,11,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,2,10,2,0,4
OPP_001095,ACC_000099,LEAD_000344,REP_ANZ_01,2025-01-20,2025-03-14,Closed Won,30000,1,1,0,converted_mql,Demo Request,APJ,ANZ,Commercial,Telecommunications,53,,,,,1,11,3,0,1
OPP_001096,ACC_001784,LEAD_011275,REP_SEU_02,2024-07-29,2024-10-06,Closed Lost,149000,1,0,1,converted_mql,Free Trial / Free Sample,EMEA,SOUTHERN_EUROPE,Mid-Market,Manufacturing,69,LR_TECHNICAL_MISMATCH,Technical requirements mismatch,Product Fit,0,2,10,0,0,1
OPP_001097,ACC_001926,LEAD_001884,REP_ANZ_01,2024-08-20,2024-11-14,Closed Lost,630000,1,0,1,converted_mql,Partner Referral,APJ,ANZ,Enterprise,Public Sector,86,LR_PROCUREMENT_LEGAL_DELAY,Procurement/legal delay,Timing,0,1,11,6,0,3
OPP_001098,ACC_001427,LEAD_006534,REP_ANZ_01,2024-04-05,2024-05-11,Closed Lost,725000,1,0,1,converted_mql,Free Trial / Free Sample,APJ,ANZ,Enterprise,Public Sector,36,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,0,6,6,0,3
OPP_001099,ACC_001869,LEAD_004895,REP_DACH_03,2024-08-27,2024-09-22,Closed Lost,21000,1,0,1,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Healthcare,26,LR_DUPLICATE_BAD_DATA,Duplicate / bad data,Data Quality,1,0,4,5,0,4
OPP_001100,ACC_001775,LEAD_005462,REP_AMER_MM_06,2025-05-10,2025-07-26,Closed Lost,281000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Manufacturing,77,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,2,12,5,0,1
OPP_001101,ACC_001920,LEAD_009043,REP_AMER_MM_07,2024-12-26,,Proposal,235000,0,0,0,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Telecommunications,,,,,,28,12,0,1,1
OPP_001102,ACC_001925,LEAD_007705,REP_AMER_COMM_03,2024-02-16,,Demo,107000,0,0,0,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Financial Services,,,,,,12,12,7,1,1
OPP_001103,ACC_000394,LEAD_004808,REP_AMER_COMM_06,2024-04-18,2024-05-31,Closed Lost,87000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_COMM,Commercial,Technology,43,LR_NO_BUDGET,No budget,Commercial,0,1,8,2,0,3
OPP_001104,ACC_001117,LEAD_007986,REP_AMER_MM_04,2025-05-20,,Negotiation,75000,0,0,0,converted_mql,Free Trial / Free Sample,AMER,AMER_MM,Mid-Market,Retail,,,,,,16,8,13,1,2
OPP_001105,ACC_000293,LEAD_003175,REP_AMER_ENT_04,2024-02-12,2024-04-21,Closed Lost,972000,1,0,1,converted_mql,Free Trial / Free Sample,AMER,AMER_ENT,Enterprise,Technology,69,LR_NO_BUDGET,No budget,Commercial,0,1,5,0,0,2
OPP_001106,ACC_000407,LEAD_006244,REP_AMER_COMM_03,2025-05-14,2025-07-14,Closed Lost,25000,1,0,1,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Technology,61,LR_TIMING,Timing,Timing,0,1,1,5,0,3
OPP_001107,ACC_002090,LEAD_010942,REP_SEU_02,2024-02-17,2024-04-02,Closed Lost,31000,1,0,1,converted_mql,Free Trial / Free Sample,EMEA,SOUTHERN_EUROPE,Commercial,Public Sector,45,LR_NO_DECISION,No decision,Timing,0,2,6,5,0,3
OPP_001108,ACC_000105,LEAD_006968,REP_DACH_02,2025-06-10,2025-07-02,Closed Won,59000,1,1,0,converted_mql,Partner Referral,EMEA,DACH,Commercial,Healthcare,22,,,,,1,10,1,0,2
OPP_001109,ACC_002165,LEAD_011333,REP_UKI_03,2024-02-24,2024-04-13,Closed Lost,197000,1,0,1,converted_mql,Partner Referral,EMEA,UKI,Mid-Market,Public Sector,49,LR_NO_BUDGET,No budget,Commercial,0,1,11,3,0,1
OPP_001110,ACC_000719,LEAD_000077,REP_SEA_02,2024-06-27,2024-08-02,Closed Lost,96000,1,0,1,converted_mql,Paid Search,APJ,SEA,Mid-Market,Manufacturing,36,LR_TECHNICAL_MISMATCH,Technical requirements mismatch,Product Fit,0,2,12,6,0,1
OPP_001111,ACC_000435,LEAD_001158,REP_AMER_MM_05,2024-08-16,,Qualification,42000,0,0,0,converted_mql,Partner Referral,AMER,AMER_MM,Commercial,Technology,,,,,,1,14,1,1,2
OPP_001112,ACC_000627,LEAD_006235,REP_MEA_02,2024-06-29,2024-07-26,Closed Lost,44000,1,0,1,converted_mql,Free Trial / Free Sample,EMEA,MEA,Commercial,Technology,27,LR_POOR_FIT,Poor fit,Qualification,1,0,2,6,0,6
OPP_001113,ACC_001883,LEAD_009577,REP_AMER_COMM_03,2024-07-09,,Proposal,28000,0,0,0,converted_mql,Partner Referral,AMER,AMER_COMM,Commercial,Education,,,,,,14,8,5,1,1
OPP_001114,ACC_001791,LEAD_006804,REP_AMER_COMM_06,2024-05-30,2024-07-08,Closed Lost,200000,1,0,1,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Technology,39,LR_SLOW_FOLLOW_UP,Slow follow-up,Operational,1,0,11,0,0,2
OPP_001115,ACC_000765,LEAD_005899,REP_AMER_COMM_02,2025-05-15,2025-06-05,Closed Lost,59000,1,0,1,converted_mql,Partner Referral,EMEA,UKI,Commercial,Retail,21,LR_COMPETITOR_SELECTED,Competitor selected,Competitive,0,2,5,4,0,0
OPP_001116,ACC_001704,LEAD_000363,REP_ANZ_02,2025-02-05,2025-04-10,Closed Lost,190000,1,0,1,converted_mql,Demo Request,AMER,AMER_MM,Mid-Market,Healthcare,64,LR_NO_DECISION,No decision,Timing,0,1,10,2,0,2
OPP_001117,ACC_000353,LEAD_010625,REP_AMER_MM_07,2024-10-31,,Qualification,144000,0,0,0,converted_mql,Paid Search,AMER,AMER_MM,Mid-Market,Healthcare,,,,,,10,8,9,1,1
OPP_001118,ACC_000207,LEAD_009056,REP_AMER_COMM_04,2024-05-04,2024-06-11,Closed Won,50000,1,1,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Energy,38,,,,,0,7,5,0,1
OPP_001119,ACC_001166,LEAD_002381,REP_SEA_02,2024-03-18,,Negotiation,359000,0,0,0,converted_mql,Free Trial / Free Sample,APJ,SEA,Enterprise,Technology,,,,,,36,11,13,1,2
OPP_001120,ACC_001794,LEAD_007954,REP_AMER_ENT_07,2025-03-22,,Demo,53000,0,0,0,converted_mql,Demo Request,AMER,AMER_COMM,Commercial,Technology,,,,,,8,7,13,1,1
OPP_001121,ACC_001991,LEAD_000503,REP_AMER_ENT_05,2024-05-25,2024-07-10,Closed Lost,133000,1,0,1,converted_mql,Partner Referral,APJ,INDIA,Mid-Market,Financial Services,46,LR_NO_DECISION,No decision,Timing,0,2,8,1,0,2
OPP_001122,ACC_002118,LEAD_004616,REP_FRBNLX_01,2025-01-21,2025-04-04,Closed Won,830000,1,1,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Enterprise,Technology,73,,,,,1,14,0,0,2
OPP_001123,ACC_001177,LEAD_010342,REP_UKI_01,2025-03-15,2025-06-09,Closed Lost,324000,1,0,1,converted_mql,Paid Search,EMEA,UKI,Enterprise,Public Sector,86,LR_NO_BUDGET,No budget,Commercial,0,2,8,4,0,2
OPP_001124,ACC_001361,LEAD_009815,REP_JPKR_03,2024-03-07,,Demo,569000,0,0,0,converted_mql,Demo Request,EMEA,FR_BENELUX,Enterprise,Logistics,,,,,,13,9,3,1,4
OPP_001125,ACC_000747,LEAD_006775,REP_AMER_MM_08,2024-10-16,2024-11-06,Closed Lost,144000,1,0,1,converted_mql,Partner Referral,AMER,AMER_MM,Mid-Market,Technology,21,LR_TIMING,Timing,Timing,0,1,5,6,0,7
OPP_001126,ACC_000955,LEAD_002699,REP_LATAM_03,2025-03-11,2025-05-01,Closed Won,213000,1,1,0,converted_mql,Partner Referral,APJ,JAPAN_KOREA,Mid-Market,Healthcare,51,,,,,0,11,6,0,1
