ticket_id,created_at,resolved_at,ticket_category,priority,requester_role,initial_team_selected,final_owner_team,triage_method,ai_confidence_score,reassignment_required,reassignment_delay_hours,hours_to_first_action,hours_to_resolution,sla_policy_id,sla_target_hours,sla_due_at,sla_met,sla_breached,post_ai_launch
TICK_002010,2024-06-22 05:57:00,2024-06-25 12:51:00,data_quality,P3,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,23.4,13.9,78.9,SLA_DATA_QUALITY_P3,72,2024-06-25 05:57:00,0,1,0
TICK_002011,2024-05-16 02:17:00,2024-05-17 17:29:00,lead_routing,P2,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,22.8,13.3,39.2,SLA_LEAD_ROUTING_P2,24,2024-05-17 02:17:00,0,1,0
TICK_002012,2024-04-17 15:31:00,2024-04-20 14:55:00,contracting_issue,P3,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,2.7,71.4,SLA_CONTRACTING_ISSUE_P3,72,2024-04-20 15:31:00,1,0,0
TICK_002013,2024-02-11 23:07:00,2024-02-13 00:55:00,lead_routing,P2,sales_manager,Order Ops,Sales Ops,manual_picklist,,1,5.7,4.6,25.8,SLA_LEAD_ROUTING_P2,24,2024-02-12 23:07:00,0,1,0
TICK_002014,2024-09-09 14:54:00,2024-09-14 22:36:00,user_access,P3,sales_rep,Order Ops,CRM Eng,manual_picklist,,1,28.3,19.5,127.7,SLA_USER_ACCESS_P3,72,2024-09-12 14:54:00,0,1,0
TICK_002015,2024-06-26 11:54:00,2024-06-27 06:12:00,territory_assignment,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.1,18.3,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-06-27 11:54:00,1,0,0
TICK_002016,2024-03-28 10:47:00,2024-03-28 18:41:00,contracting_issue,P2,sales_rep,Order Ops,Order Ops,manual_picklist,,0,0.0,3.0,7.9,SLA_CONTRACTING_ISSUE_P2,24,2024-03-29 10:47:00,1,0,0
TICK_002017,2024-04-23 10:21:00,2024-04-28 07:51:00,opportunity_update,P3,sales_development,CRM Eng,Sales Ops,manual_picklist,,1,17.3,13.5,117.5,SLA_OPPORTUNITY_UPDATE_P3,72,2024-04-26 10:21:00,0,1,0
TICK_002018,2024-07-17 23:03:00,2024-07-21 02:33:00,lead_routing,P4,finance,Sales Ops,Sales Ops,manual_picklist,,0,0.0,10.0,75.5,SLA_LEAD_ROUTING_P4,120,2024-07-22 23:03:00,1,0,0
TICK_002019,2024-07-16 03:42:00,2024-07-18 07:06:00,lead_routing,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.8,51.4,SLA_LEAD_ROUTING_P3,72,2024-07-19 03:42:00,1,0,0
TICK_002020,2024-05-06 08:25:00,2024-05-09 08:30:59,reporting_request,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.7,72.1,SLA_REPORTING_REQUEST_P3,72,2024-05-09 08:25:00,0,1,0
TICK_002021,2024-03-23 23:59:00,2024-03-24 22:35:00,contracting_issue,P2,marketing_ops,Order Ops,Order Ops,manual_picklist,,0,0.0,2.3,22.6,SLA_CONTRACTING_ISSUE_P2,24,2024-03-24 23:59:00,1,0,0
TICK_002022,2024-06-29 19:41:00,2024-07-03 02:59:00,contracting_issue,P3,finance,Order Ops,Order Ops,manual_picklist,,0,0.0,4.7,79.3,SLA_CONTRACTING_ISSUE_P3,72,2024-07-02 19:41:00,0,1,0
TICK_002023,2024-06-29 08:32:00,2024-07-01 06:08:00,account_ownership,P3,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.0,45.6,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-07-02 08:32:00,1,0,0
TICK_002024,2024-06-13 07:59:00,2024-06-21 12:47:00,data_quality,P4,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,13.7,14.1,196.8,SLA_DATA_QUALITY_P4,120,2024-06-18 07:59:00,0,1,0
TICK_002025,2024-01-20 23:48:00,2024-01-22 16:36:00,lead_routing,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.5,40.8,SLA_LEAD_ROUTING_P3,72,2024-01-23 23:48:00,1,0,0
TICK_002026,2024-05-09 13:27:00,2024-05-13 14:51:00,data_quality,P2,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,30.6,15.9,97.4,SLA_DATA_QUALITY_P2,24,2024-05-10 13:27:00,0,1,0
TICK_002027,2024-06-17 05:01:00,2024-06-21 10:19:00,reporting_request,P4,legal,Sales Ops,Sales Ops,manual_picklist,,0,0.0,26.2,101.3,SLA_REPORTING_REQUEST_P4,120,2024-06-22 05:01:00,1,0,0
TICK_002028,2024-09-17 07:05:00,2024-09-21 11:53:00,account_ownership,P3,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,28.0,16.6,100.8,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-09-20 07:05:00,0,1,0
TICK_002029,2024-05-24 00:26:00,2024-05-29 02:32:00,forecasting_support,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,7.7,122.1,SLA_FORECASTING_SUPPORT_P4,120,2024-05-29 00:26:00,0,1,0
TICK_002030,2024-04-03 21:33:00,2024-04-06 11:45:00,quote_order_issue,P3,finance,Order Ops,Order Ops,manual_picklist,,0,0.0,7.1,62.2,SLA_QUOTE_ORDER_ISSUE_P3,72,2024-04-06 21:33:00,1,0,0
TICK_002031,2024-06-01 06:01:00,2024-06-01 22:37:00,lead_routing,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.5,16.6,SLA_LEAD_ROUTING_P2,24,2024-06-02 06:01:00,1,0,0
TICK_002032,2024-02-18 13:07:00,2024-02-24 09:43:00,territory_assignment,P4,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,32.4,34.5,140.6,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-02-23 13:07:00,0,1,0
TICK_002033,2024-01-25 20:42:00,2024-01-31 19:06:00,territory_assignment,P4,marketing_ops,CRM Eng,Sales Ops,manual_picklist,,1,23.1,23.3,142.4,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-01-30 20:42:00,0,1,0
TICK_002034,2024-07-04 19:45:00,2024-07-05 13:33:00,lead_routing,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.4,17.8,SLA_LEAD_ROUTING_P2,24,2024-07-05 19:45:00,1,0,0
TICK_002035,2024-09-27 05:01:00,2024-09-30 06:49:00,territory_assignment,P3,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.3,73.8,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-09-30 05:01:00,0,1,0
TICK_002036,2024-08-19 19:30:00,2024-08-20 23:54:00,forecasting_support,P2,sales_manager,CRM Eng,Sales Ops,manual_picklist,,1,13.2,10.5,28.4,SLA_FORECASTING_SUPPORT_P2,24,2024-08-20 19:30:00,0,1,0
TICK_002037,2024-06-08 22:04:00,2024-06-09 23:58:00,lead_routing,P2,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.7,25.9,SLA_LEAD_ROUTING_P2,24,2024-06-09 22:04:00,0,1,0
TICK_002038,2024-01-12 00:43:00,2024-01-12 05:31:00,automation_bug,P1,sales_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,0.5,4.8,SLA_AUTOMATION_BUG_P1,4,2024-01-12 04:43:00,0,1,0
TICK_002039,2024-09-27 16:50:00,2024-09-28 10:43:59,quote_order_issue,P2,sales_development,Order Ops,Order Ops,manual_picklist,,0,0.0,1.9,17.9,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-09-28 16:50:00,1,0,0
TICK_002040,2024-05-03 04:52:00,2024-05-03 09:10:00,quote_order_issue,P1,sales_development,Order Ops,Order Ops,manual_picklist,,0,0.0,0.4,4.3,SLA_QUOTE_ORDER_ISSUE_P1,4,2024-05-03 08:52:00,0,1,0
TICK_002041,2024-03-20 08:35:00,2024-03-21 00:58:59,user_access,P2,finance,CRM Eng,CRM Eng,manual_picklist,,0,0.0,4.2,16.4,SLA_USER_ACCESS_P2,24,2024-03-21 08:35:00,1,0,0
TICK_002042,2024-09-01 12:37:00,2024-09-04 19:49:00,territory_assignment,P2,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,25.1,14.9,79.2,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-09-02 12:37:00,0,1,0
TICK_002043,2024-07-23 12:55:00,2024-07-25 00:37:00,lead_routing,P3,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,6.0,11.8,35.7,SLA_LEAD_ROUTING_P3,72,2024-07-26 12:55:00,1,0,0
TICK_002044,2024-07-24 09:36:00,2024-07-29 12:42:00,territory_assignment,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.4,123.1,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-07-27 09:36:00,0,1,0
TICK_002045,2024-03-17 02:26:00,2024-03-20 22:56:00,contracting_issue,P3,sales_manager,Order Ops,Order Ops,manual_picklist,,0,0.0,3.7,92.5,SLA_CONTRACTING_ISSUE_P3,72,2024-03-20 02:26:00,0,1,0
TICK_002046,2024-09-28 18:45:00,2024-10-02 01:39:00,contracting_issue,P4,sales_ops,CRM Eng,Order Ops,manual_picklist,,1,19.2,33.3,78.9,SLA_CONTRACTING_ISSUE_P4,120,2024-10-03 18:45:00,1,0,0
TICK_002047,2024-05-04 02:35:00,2024-05-06 01:35:00,opportunity_update,P3,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.0,47.0,SLA_OPPORTUNITY_UPDATE_P3,72,2024-05-07 02:35:00,1,0,0
TICK_002048,2024-05-25 14:50:00,2024-05-26 14:50:00,account_ownership,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.9,24.0,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-05-26 14:50:00,1,0,0
TICK_002049,2024-07-24 18:31:00,2024-07-24 21:01:00,data_quality,P1,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,0.5,2.5,SLA_DATA_QUALITY_P1,4,2024-07-24 22:31:00,1,0,0
TICK_002050,2024-06-29 20:52:00,2024-07-01 00:22:00,account_ownership,P3,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.6,27.5,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-07-02 20:52:00,1,0,0
TICK_002051,2024-02-17 04:02:00,2024-02-19 09:26:00,contracting_issue,P3,sales_manager,Order Ops,Order Ops,manual_picklist,,0,0.0,4.1,53.4,SLA_CONTRACTING_ISSUE_P3,72,2024-02-20 04:02:00,1,0,0
TICK_002052,2024-03-23 21:02:00,2024-03-29 21:20:00,territory_assignment,P4,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,15.6,19.1,144.3,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-03-28 21:02:00,0,1,0
TICK_002053,2024-04-08 23:05:00,2024-04-12 08:29:00,opportunity_update,P3,legal,Order Ops,Sales Ops,manual_picklist,,1,23.5,14.8,81.4,SLA_OPPORTUNITY_UPDATE_P3,72,2024-04-11 23:05:00,0,1,0
TICK_002054,2024-09-16 14:33:00,2024-09-17 06:27:00,opportunity_update,P2,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.2,15.9,SLA_OPPORTUNITY_UPDATE_P2,24,2024-09-17 14:33:00,1,0,0
TICK_002055,2024-07-14 18:42:00,2024-07-15 19:54:00,lead_routing,P3,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.7,25.2,SLA_LEAD_ROUTING_P3,72,2024-07-17 18:42:00,1,0,0
TICK_002056,2024-04-10 09:12:00,2024-04-11 00:54:00,opportunity_update,P2,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.2,15.7,SLA_OPPORTUNITY_UPDATE_P2,24,2024-04-11 09:12:00,1,0,0
TICK_002057,2024-07-20 07:09:00,2024-07-21 09:21:00,field_sync_issue,P2,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,2.5,26.2,SLA_FIELD_SYNC_ISSUE_P2,24,2024-07-21 07:09:00,0,1,0
TICK_002058,2024-07-21 08:51:00,2024-07-22 02:21:00,territory_assignment,P2,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.4,17.5,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-07-22 08:51:00,1,0,0
TICK_002059,2024-04-18 00:45:00,2024-04-21 02:51:00,reporting_request,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.1,74.1,SLA_REPORTING_REQUEST_P3,72,2024-04-21 00:45:00,0,1,0
TICK_002060,2024-04-20 11:38:00,2024-04-20 22:44:00,opportunity_update,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.1,11.1,SLA_OPPORTUNITY_UPDATE_P2,24,2024-04-21 11:38:00,1,0,0
TICK_002061,2024-09-02 00:29:00,2024-09-02 18:17:00,territory_assignment,P2,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.2,17.8,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-09-03 00:29:00,1,0,0
TICK_002062,2024-06-02 22:25:00,2024-06-03 11:25:00,lead_routing,P2,finance,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.7,13.0,SLA_LEAD_ROUTING_P2,24,2024-06-03 22:25:00,1,0,0
TICK_002063,2024-02-10 23:01:00,2024-02-13 15:13:00,account_ownership,P4,legal,Sales Ops,Sales Ops,manual_picklist,,0,0.0,9.6,64.2,SLA_ACCOUNT_OWNERSHIP_P4,120,2024-02-15 23:01:00,1,0,0
TICK_002064,2024-07-16 05:11:00,2024-07-17 07:23:00,lead_routing,P2,finance,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.9,26.2,SLA_LEAD_ROUTING_P2,24,2024-07-17 05:11:00,0,1,0
TICK_002065,2024-06-10 12:53:00,2024-06-12 13:35:00,opportunity_update,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.4,48.7,SLA_OPPORTUNITY_UPDATE_P3,72,2024-06-13 12:53:00,1,0,0
TICK_002066,2024-05-19 10:20:00,2024-05-24 04:50:00,field_sync_issue,P4,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,29.0,114.5,SLA_FIELD_SYNC_ISSUE_P4,120,2024-05-24 10:20:00,1,0,0
TICK_002067,2024-07-17 16:42:00,2024-07-18 13:36:00,user_access,P2,sales_manager,CRM Eng,CRM Eng,manual_picklist,,0,0.0,2.0,20.9,SLA_USER_ACCESS_P2,24,2024-07-18 16:42:00,1,0,0
TICK_002068,2024-09-05 12:42:00,2024-09-11 13:23:59,quote_order_issue,P4,marketing_ops,CRM Eng,Order Ops,manual_picklist,,1,13.6,20.3,144.7,SLA_QUOTE_ORDER_ISSUE_P4,120,2024-09-10 12:42:00,0,1,0
TICK_002069,2024-03-31 12:18:00,2024-04-01 07:00:00,opportunity_update,P3,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.6,18.7,SLA_OPPORTUNITY_UPDATE_P3,72,2024-04-03 12:18:00,1,0,0
TICK_002070,2024-04-24 21:12:00,2024-04-24 23:12:00,user_access,P1,sales_manager,CRM Eng,CRM Eng,manual_picklist,,0,0.0,0.5,2.0,SLA_USER_ACCESS_P1,4,2024-04-25 01:12:00,1,0,0
TICK_002071,2024-02-21 22:41:00,2024-02-23 13:17:00,user_access,P3,customer_success,CRM Eng,CRM Eng,manual_picklist,,0,0.0,7.8,38.6,SLA_USER_ACCESS_P3,72,2024-02-24 22:41:00,1,0,0
TICK_002072,2024-06-26 07:05:00,2024-07-01 02:53:00,territory_assignment,P3,sales_ops,Order Ops,Sales Ops,manual_picklist,,1,24.7,19.0,115.8,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-06-29 07:05:00,0,1,0
TICK_002073,2024-04-20 08:29:00,2024-04-26 03:23:00,account_ownership,P4,sales_ops,CRM Eng,Sales Ops,manual_picklist,,1,13.1,26.6,138.9,SLA_ACCOUNT_OWNERSHIP_P4,120,2024-04-25 08:29:00,0,1,0
TICK_002074,2024-04-03 19:53:00,2024-04-08 03:41:00,data_quality,P3,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,12.0,8.6,103.8,SLA_DATA_QUALITY_P3,72,2024-04-06 19:53:00,0,1,0
TICK_002075,2024-07-09 20:42:00,2024-07-11 10:06:00,automation_bug,P2,sales_development,Order Ops,CRM Eng,manual_picklist,,1,22.1,11.8,37.4,SLA_AUTOMATION_BUG_P2,24,2024-07-10 20:42:00,0,1,0
TICK_002076,2024-04-21 20:45:00,2024-04-26 04:39:00,data_quality,P3,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.5,103.9,SLA_DATA_QUALITY_P3,72,2024-04-24 20:45:00,0,1,0
TICK_002077,2024-05-07 05:04:00,2024-05-10 13:28:00,territory_assignment,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,9.8,80.4,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-05-10 05:04:00,0,1,0
TICK_002078,2024-04-30 13:11:00,2024-05-04 00:35:00,contracting_issue,P3,sales_rep,Sales Ops,Order Ops,manual_picklist,,1,4.9,5.9,83.4,SLA_CONTRACTING_ISSUE_P3,72,2024-05-03 13:11:00,0,1,0
TICK_002079,2024-03-11 20:16:00,2024-03-12 08:34:00,lead_routing,P2,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.6,12.3,SLA_LEAD_ROUTING_P2,24,2024-03-12 20:16:00,1,0,0
TICK_002080,2024-02-04 11:17:00,2024-02-04 21:47:00,contracting_issue,P2,sales_manager,Order Ops,Order Ops,manual_picklist,,0,0.0,2.9,10.5,SLA_CONTRACTING_ISSUE_P2,24,2024-02-05 11:17:00,1,0,0
TICK_002081,2024-08-14 15:11:00,2024-08-19 00:17:00,automation_bug,P3,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,4.5,105.1,SLA_AUTOMATION_BUG_P3,72,2024-08-17 15:11:00,0,1,0
TICK_002082,2024-01-26 03:58:00,2024-01-30 13:22:00,field_sync_issue,P4,sales_development,Sales Ops,CRM Eng,manual_picklist,,1,13.1,22.1,105.4,SLA_FIELD_SYNC_ISSUE_P4,120,2024-01-31 03:58:00,1,0,0
TICK_002083,2024-03-30 00:09:00,2024-03-31 19:45:00,automation_bug,P2,sales_ops,Sales Ops,CRM Eng,manual_picklist,,1,8.7,7.9,43.6,SLA_AUTOMATION_BUG_P2,24,2024-03-31 00:09:00,0,1,0
TICK_002084,2024-07-01 21:42:00,2024-07-04 15:06:00,territory_assignment,P3,sales_rep,Order Ops,Sales Ops,manual_picklist,,1,20.0,15.5,65.4,SLA_TERRITORY_ASSIGNMENT_P3,72,2024-07-04 21:42:00,1,0,0
TICK_002085,2024-02-05 23:35:00,2024-02-06 08:47:00,forecasting_support,P2,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.0,9.2,SLA_FORECASTING_SUPPORT_P2,24,2024-02-06 23:35:00,1,0,0
TICK_002086,2024-06-28 14:36:00,2024-06-30 10:48:00,automation_bug,P2,sales_rep,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.1,44.2,SLA_AUTOMATION_BUG_P2,24,2024-06-29 14:36:00,0,1,0
TICK_002087,2024-07-19 20:12:00,2024-07-20 23:36:00,automation_bug,P2,marketing_ops,CRM Eng,CRM Eng,manual_picklist,,0,0.0,3.1,27.4,SLA_AUTOMATION_BUG_P2,24,2024-07-20 20:12:00,0,1,0
TICK_002088,2024-06-30 15:18:00,2024-07-01 01:30:00,account_ownership,P1,customer_success,Order Ops,Sales Ops,manual_picklist,,1,8.2,4.1,10.2,SLA_ACCOUNT_OWNERSHIP_P1,4,2024-06-30 19:18:00,0,1,0
TICK_002089,2024-03-24 13:36:00,2024-03-25 16:54:00,territory_assignment,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.7,27.3,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-03-25 13:36:00,0,1,0
TICK_002090,2024-01-06 09:17:00,2024-01-08 13:41:00,account_ownership,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.3,52.4,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-01-09 09:17:00,1,0,0
TICK_002091,2024-08-31 03:41:00,2024-09-05 21:29:00,data_quality,P4,marketing_ops,CRM Eng,Sales Ops,manual_picklist,,1,18.4,13.6,137.8,SLA_DATA_QUALITY_P4,120,2024-09-05 03:41:00,0,1,0
TICK_002092,2024-03-30 11:02:00,2024-04-02 10:26:00,reporting_request,P4,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,9.9,71.4,SLA_REPORTING_REQUEST_P4,120,2024-04-04 11:02:00,1,0,0
TICK_002093,2024-08-08 13:04:00,2024-08-13 03:46:00,field_sync_issue,P4,sales_development,Order Ops,CRM Eng,manual_picklist,,1,8.1,13.0,110.7,SLA_FIELD_SYNC_ISSUE_P4,120,2024-08-13 13:04:00,1,0,0
TICK_002094,2024-02-24 04:43:00,2024-02-24 07:25:00,automation_bug,P1,sales_development,CRM Eng,CRM Eng,manual_picklist,,0,0.0,0.5,2.7,SLA_AUTOMATION_BUG_P1,4,2024-02-24 08:43:00,1,0,0
TICK_002095,2024-02-14 12:37:00,2024-02-15 05:55:00,user_access,P2,legal,CRM Eng,CRM Eng,manual_picklist,,0,0.0,2.2,17.3,SLA_USER_ACCESS_P2,24,2024-02-15 12:37:00,1,0,0
TICK_002096,2024-08-01 05:02:00,2024-08-02 02:56:00,account_ownership,P2,sales_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.6,21.9,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-08-02 05:02:00,1,0,0
TICK_002097,2024-09-14 11:53:00,2024-09-16 18:23:00,data_quality,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,5.3,54.5,SLA_DATA_QUALITY_P3,72,2024-09-17 11:53:00,1,0,0
TICK_002098,2024-08-23 19:00:00,2024-08-26 10:36:00,account_ownership,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,7.5,63.6,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-08-26 19:00:00,1,0,0
TICK_002099,2024-07-24 20:57:00,2024-07-25 21:57:00,territory_assignment,P2,sales_development,Order Ops,Sales Ops,manual_picklist,,1,10.5,5.8,25.0,SLA_TERRITORY_ASSIGNMENT_P2,24,2024-07-25 20:57:00,0,1,0
TICK_002100,2024-03-08 14:43:00,2024-03-09 04:19:00,lead_routing,P2,sales_manager,Sales Ops,Sales Ops,manual_picklist,,0,0.0,4.6,13.6,SLA_LEAD_ROUTING_P2,24,2024-03-09 14:43:00,1,0,0
TICK_002101,2024-09-07 05:59:00,2024-09-11 17:47:00,account_ownership,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,6.4,107.8,SLA_ACCOUNT_OWNERSHIP_P4,120,2024-09-12 05:59:00,1,0,0
TICK_002102,2024-07-01 23:56:00,2024-07-02 20:56:00,account_ownership,P2,marketing_ops,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.1,21.0,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-07-02 23:56:00,1,0,0
TICK_002103,2024-02-17 04:18:00,2024-02-20 16:30:00,reporting_request,P3,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,7.6,84.2,SLA_REPORTING_REQUEST_P3,72,2024-02-20 04:18:00,0,1,0
TICK_002104,2024-02-05 10:45:00,2024-02-05 20:57:00,lead_routing,P2,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.9,10.2,SLA_LEAD_ROUTING_P2,24,2024-02-06 10:45:00,1,0,0
TICK_002105,2024-08-26 16:12:00,2024-08-28 19:54:00,account_ownership,P3,customer_success,Sales Ops,Sales Ops,manual_picklist,,0,0.0,8.3,51.7,SLA_ACCOUNT_OWNERSHIP_P3,72,2024-08-29 16:12:00,1,0,0
TICK_002106,2024-03-16 09:28:00,2024-03-19 00:28:00,lead_routing,P3,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,3.5,63.0,SLA_LEAD_ROUTING_P3,72,2024-03-19 09:28:00,1,0,0
TICK_002107,2024-07-28 20:14:00,2024-07-29 21:20:00,forecasting_support,P2,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.7,25.1,SLA_FORECASTING_SUPPORT_P2,24,2024-07-29 20:14:00,0,1,0
TICK_002108,2024-02-07 23:29:00,2024-02-10 02:59:00,reporting_request,P3,sales_manager,Order Ops,Sales Ops,manual_picklist,,1,7.6,7.4,51.5,SLA_REPORTING_REQUEST_P3,72,2024-02-10 23:29:00,1,0,0
TICK_002109,2024-03-17 20:52:00,2024-03-19 00:16:00,account_ownership,P2,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,2.1,27.4,SLA_ACCOUNT_OWNERSHIP_P2,24,2024-03-18 20:52:00,0,1,0
TICK_002110,2024-03-18 16:26:00,2024-03-25 19:02:00,territory_assignment,P4,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,14.7,170.6,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-03-23 16:26:00,0,1,0
TICK_002111,2024-03-18 00:05:00,2024-03-18 01:11:00,contracting_issue,P1,marketing_ops,Order Ops,Order Ops,manual_picklist,,0,0.0,0.5,1.1,SLA_CONTRACTING_ISSUE_P1,4,2024-03-18 04:05:00,1,0,0
TICK_002112,2024-07-03 21:19:00,2024-07-07 18:55:00,reporting_request,P4,sales_development,Sales Ops,Sales Ops,manual_picklist,,0,0.0,8.7,93.6,SLA_REPORTING_REQUEST_P4,120,2024-07-08 21:19:00,1,0,0
TICK_002113,2024-09-07 13:47:00,2024-09-07 15:29:00,user_access,P1,sales_development,CRM Eng,CRM Eng,manual_picklist,,0,0.0,0.3,1.7,SLA_USER_ACCESS_P1,4,2024-09-07 17:47:00,1,0,0
TICK_002114,2024-09-06 10:31:00,2024-09-07 22:48:59,reporting_request,P3,sales_rep,CRM Eng,Sales Ops,manual_picklist,,1,5.9,9.6,36.3,SLA_REPORTING_REQUEST_P3,72,2024-09-09 10:31:00,1,0,0
TICK_002115,2024-07-22 04:33:00,2024-07-24 02:15:00,automation_bug,P2,sales_rep,Order Ops,CRM Eng,manual_picklist,,1,18.2,11.7,45.7,SLA_AUTOMATION_BUG_P2,24,2024-07-23 04:33:00,0,1,0
TICK_002116,2024-02-25 11:25:00,2024-02-27 00:07:00,quote_order_issue,P2,sales_rep,Sales Ops,Order Ops,manual_picklist,,1,19.8,11.7,36.7,SLA_QUOTE_ORDER_ISSUE_P2,24,2024-02-26 11:25:00,0,1,0
TICK_002117,2024-09-20 04:17:00,2024-09-20 12:58:59,opportunity_update,P2,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,1.7,8.7,SLA_OPPORTUNITY_UPDATE_P2,24,2024-09-21 04:17:00,1,0,0
TICK_002118,2024-05-28 12:35:00,2024-05-30 08:29:00,user_access,P3,sales_manager,Sales Ops,CRM Eng,manual_picklist,,1,2.0,7.6,43.9,SLA_USER_ACCESS_P3,72,2024-05-31 12:35:00,1,0,0
TICK_002119,2024-05-29 14:37:00,2024-06-01 01:25:00,territory_assignment,P4,sales_rep,Sales Ops,Sales Ops,manual_picklist,,0,0.0,10.8,58.8,SLA_TERRITORY_ASSIGNMENT_P4,120,2024-06-03 14:37:00,1,0,0
